Teks,Media,Label
"Konser Coldplay di Jakarta akan digelar pada 15 November 2023. Jam berapa konser band asal Inggris itu? Berikut penjelasannya.Konser Coldplay Jakarta akan digelar di Stadion Utama Gelora Bung Karno (SUGBK). PK Entertainment selaku promotor mulai mempersiapkan hal-hal teknis terkait konser itu, termasuk jadwal konser.Pada konser di Jakarta, Coldplay diperkirakan akan tampil pada 21.00 WIB. Mereka rencana akan membawakan 28 lagu di konsernya itu. Sebelum mulai, konser itu dibuka dengan penampilan Rahmania Astrini.SCROLL TO CONTINUE WITH CONTENTDilansir dari detikHot, beberapa panduan lain juga sudah dijelaskan pihak promotor. Hal yang paling penting dilakukan adalah penonton dilarang membawa beberapa barang ketika hendak datang ke konser Chris Martin cs. Sebab demi keamanan dan kenyamanan penonton lainnya dan sang artis.Beberapa barang dilarang dibawa saat menyaksikan konser ini, di antaranya ada kamera profesional, tongsis, alat musik, drone, botol kaca, kaleng, rokok hingga vape, minuman beralkohol, senjata tajam, dan tas lebih besar dari ukuran A4.Pada konser ini promotor menyediakan pintu masuk untuk penonton berkebutuhan khusus seperti pengguna kursi roda, pemakai kruk, hingga perempuan hamil. Mereka nantinya akan mendapat pendampingan oleh kru promotor.Lalu untuk pemegang tiket Ultimate Experience dapat menikmati fasilitas menyaksikan backstage konser pukul 16.30 WIB.Lebih lanjut, pintu masuk ke venue Stadion Utama GBK dibuka pukul 17.00 WIB untuk pemilik tiket Ultimate Experience dan My Universe. Lalu untuk semua kategori pintu akan dibuka pukul 17.30 WIB.",Detikcom,Hiburan
"Piala Dunia U-17 edisi ke-19 mulai digelar hari ini, 10 November hingga 2 Desember 2023 mendatang. Beberapa tempat di Solo sudah mulai menyiapkan lokasi untuk nonton bareng (nobar).Ya, para suporter memang tak bisa menonton di sembarangan tempat karena hanya bisa menyaksikan di tempat-tempat yang sudah berlisensi atau mengantongi izin untuk penayangan Piala Dunia U-17.Sayangnya, tak banyak tempat yang bisa dijadikan nobar di Solo. Pihak penyelenggara nobar memang harus mendaftar terlebih dahulu ke pemegang hak siar, yakni Indonesia Entertainment Group (IEG) dan membayar untuk mendapatkan izin penayangan.SCROLL TO CONTINUE WITH CONTENTBerikut ini tempat-tempat resmi untuk nobar Piala Dunia U-17 di Solo, dilansir dari laman resmi https://www.ieg.id/nobar.The Park Mall Solo Baru terletak di Jalan Ir. Soekarno, Dusun II, Madegondo, Grogol, Sukoharjo. The Park Mall merupakan satu-satunya mall di Jawa Tengah yang mempunyai lisensi.The Park Mall Solo Baru nantinya juga akan mengadakan nonton live streaming gratis untuk umum sehingga tidak perlu pesan tiketnya, cukup datang dan langsung bisa menyaksikan.Namun, di The Park Mall Solo Baru penyebutannya bukan nobar, melainkan nonton live streaming. Meski begitu, The Park tak akan menyiarkan semua pertandingan di Piala Dunia U-17, mereka hanya menyiarkan saat pertandingan Timnas Indonesia.""Untuk penyebutannya jangan nobar ya, tapi nonton live streaming saja,"" ujar Christina Tri Mawarti PR (Public Realtion) & TR Supervisor The Park Mall, Rabu (8/11/2023).""Untuk sementara kami baru dapat tiga kali siaran,"" jelasnya.Adapun jadwal di Central Park-The Park Mall di antaranya sebagai berikut:Hal ini juga dibenarkan oleh pihak IEG bahwa saat ini yang mengadakan nobar Piala Dunia U-17 ada di The Park Mall Solo Baru di tanggal 10, 13, dan 16 mendatang.""Untuk saat ini yang mengadakan Pildun U-17 ada di The Park Solo ya Kak, ada nobar di tanggal 10, 13, dan 16 esok,"" jelas admin Sportshub IEG saat dihubungi tim detikJateng, Kamis (9/11/2023).""The Park Solo Baru sudah menjadi partner kerjasama kita Kak,"" tambahnya.Cold 'N Brew yang hadir di Solo sejak 2016 juga bisa dijadikan tempat nobar Piala Dunia U-17. Meski begitu, tak semua cabar Cold 'N Brew akan menyiarkannya.Diketahui, hanya Cold 'N Brew yang terletak di Fajar Indah, Jalan Adi Sucipto No. 148, Jajar, Laweyan, yang akan turut menyiarkannya.Cold 'N Brew Fajar Indah akan mengadakan nobar dengan syarat First Drink Charge agar dapat masuk ke venue nobar. First Drink Charge artinya penonton harus membeli minimal satu dan tidak berlaku untuk Mineral Water.Minimal pembeliannya yaitu Rp25 ribu untuk minuman Dilema Iced (Kopi Susu Gula Aren).""Mekanismenya datang langsung dengan syarat First Drink Charge untuk masuk ke venue nobar, bebas pilih yang penting beli minimal satu, tidak berlaku mineral water ya kak,"" ujar Uchie Public Relation Officer Cold 'N Brew saat dihubungi tim detikJateng, Kamis (9/11/2023).Simak selengkapnya di halaman selanjutnya.",Detikcom,Hiburan
"Konser Coldplay di Jakarta tinggal menghitung hari. Beberapa persiapan pun telah dilakukan untuk menggelar konser besar band asal Inggris itu.PK Entertainment selaku promotor juga telah memberikan informasi terkait panduan konser yang akan digelar di Stadion Utama Gelora Bung Karno (SUGBK) pada 15 November 2023.Dalam hal ini Coldplay diperkirakan akan tampil pada 21.00 WIB. Mereka rencana akan membawakan 28 lagu di konsernya itu.SCROLL TO CONTINUE WITH CONTENTSebelum mulai, konser itu dibuka dengan penampilan Rahmania Astrini.Beberapa panduan lain juga sudah dijelaskan pihak promotor. Hal yang paling penting dilakukan adalah penonton dilarang membawa beberapa barang ketika hendak datang ke konser Chris Martin cs ini. Sebab demi keamanan dan kenyamanan penonton lainnya dan sang artis.Beberapa barang dilarang dibawa saat menyaksikan konser ini. Di antaranya ada kamera profesional, tongsis, alat musik, drone, botol kaca, kaleng, rokok hingga vape, minuman beralkohol, senjata tajam, tas lebih besar dari ukuran A4.Lebih lanjut, pada konser ini promotor menyediakan pintu masuk untuk penonton berkebutuhan khusus seperti pengguna kursi roda, pemakai kruk, hingga perempuan hamil. Mereka nantinya akan mendapat pendampingan oleh kru promotor.Lalu untuk pemegang tiket Ultimate Experience dapat menikmati fasilitas menyaksikan backstage konser pukul 16.30 WIB.Lebih lanjut, pintu masuk ke venue Stadion Utama GBK dibuka pukul 17.00 WIB untuk pemilik tiket Ultimate Experience dan My Universe. Lalu untuk semua kategori pintu akan dibuka pukul 17.30 WIB.",Detikcom,Hiburan
"YG Entertainment meresmikan tanggal debut girlband terbaru mereka BABYMONSTER. Pada Jumat (10/11/2023) tengah malam waktu Korea, teaser pertama untuk debut BABYMONSTER diunggah ke media sosial resmi girlband tersebut.Teaser berupa poster itu menampilkan sebuah jalan beraspal dengan tanda garis berwarna merah. Nama BABYMONSTER terpajang dalam tulisan berwarna putih diikuti dengan tanggal perilisan di bawahnya. YG Entertainment akan mendebutkan BABYMONSTER lewat perilisan pada 27 November 2023 tengah malam waktu Korea.SCROLL TO CONTINUE WITH CONTENT[Gambas:Twitter]Debut BABYMONSTER ini tertunda dua bulan dari rencana awal September. Belakangan terungkap alasan di balik molornya debut grup adik BLACKPINK itu.Dalam sebuah pernyataan, YG Entertainment menyebutkan bahwa mundurnya tanggal debut BABYMONSTER dikarenakan masalah pemilihan lagu debut. Menurut pihak manajemen, mereka tidak ingin gegabah dalam memutuskan track debut grup bungsunya.""Kami benar-benar teliti dalam pemilihan lagu debut BABYMONSTER dengan harapan bisa menyajikan hasil yang terbaik,"" kata mereka kepada media dikutip Selasa (10/10/2023).""Kami dengan rendah hati meminta pengertian sehubungan dengan sedikit penundaan dari rencana awal debut mereka di September karena proses ini,"" lanjut manajemen.Sebelumnya BABYMONSTER sudah merilis single pre-debut berjudul Dream setelah mereka menyelesaikan acara audisi pre-debut mereka. Selain itu, hanya sebatas konten YouTube saja yang dikeluarkan oleh manajemen.BABYMONSTER beranggotakan tujuh member, yaitu Ahyeon, Ruka, Chiquita, Haram, Pharita, Rora, dan Asa. Chiquita, member asal Thailand, menjadi personel termuda BABYMONSTER yang usianya baru menginjak 13 tahun. Kemudian disusul oleh Rora asal Korea yang berusia 14 tahun.Haram dan Ahyeon merupakan member BABYMONSTER asal Korea yang berusia 15 tahun. Asa menjadi salah satu personel asal Jepang yang berusia 16 tahun, disusul Pharita yang juga dari Thailand yang baru berusia 17 tahun. Ruka jadi personel BABYMONSTER tertua asal Jepang dan tahun ini berusia 20.",Detikcom,Hiburan
"Aktor Dallas Pratama pada 2015 mengalami pecah pembuluh darah dan koma. 4 bulan koma, Dallas Pratama masih harus melewati masa pemulihan selama dua tahun dan berimbas pada kehidupannya.10 tahun bekerja di dunia entertainment, Dallas Pratama mau tak mau menerima kondisinya tak lagi seperti dulu. Mengalami amnesia setelah koma, membuat kemampuan otak Dallas Pratama tak lagi seperti dulu.""Karena saya 10 tahun di entertainment yang bikin kesal banget menghapal satu setengah halaman skrip aja lama banget. Saya nggak mau menjadi titik berat buat pemain lain,"" kata Dallas Pratama di studio Rumpi: No Secret, Transmedia, Jakarta Selatan.SCROLL TO CONTINUE WITH CONTENTDalam proses pemulihannya, Dallas Pratama mengaku semua hartanya 'dicuci'. Sebagai kepala keluarga, dia tetap harus bertanggung jawab dengan kondisi masih pemulihan mulai mencari pekerjaan baru.""Sempat driver online. Ketika siuman masih ada insurance bisa cover alhamdulillah cair, buat gedein anak. Akhirnya tanya ke istri, 'Ngapain ni Bu?' Waktu itu baru booming taksi online. Beli mobil lagi deh,"" tuturnya.Awalnya, Dallas Pratama mau memakai tenaga orang lain untuk mengoperasikan mobilnya. Akan tetapi, sang istri mengingatkan momen ini bisa menjadi cara untuk Dallas Pratama melatih gerak tubuh, motorik, dan bertemu lagi dengan banyak orang.Sampai akhirnya dia mendapat kepercayaan kerja di sebuah perusahaan start up. Selama 2 tahun bekerja, Dallas Pratama harus menerima kenyataan terkena PHK karena pandemi COVID-19.Proses itu membawa perubahan pada kehidupan bintang film Serigala Terakhir itu. Dallas Pratama mengaku jadi mengenal Tuhan.""Dulu nggak kenal siapa pencipta saya, saya cuma tahunya duit. Tapi kalau Sang Khalik udah manggil membalikkan telapak tangan, sekejap hilang semua harta,"" ungkap Dallas Pratama.""Sekarang salat. Dulu puasa aja Senin Kamis, bulan Ramadhan. Sekarang alhamdulillah apalagi udah ada anak nggak mau contoh yang pengalaman yang salah, nggak mau atau diturunkan ke anak. Saya mau berubah tunjukkan yang lebih baik,"" sambungnya.Dallas Pratama mengaku saat ini dirinya malu memperlihatkan tato di tubuhnya. Sang istri Kadhita Ayu juga sudah berhijrah dengan memakai hijab setelah menikah.""Badan gambar tempel semua sekarang udah malu,"" aku Dallas Pratama.""Untungnya yaitu kita punya support system keluarga, nggak tahu kenapa atau orang kalau habis pakai hijab cobaan dahsyat. Aku kayak jadi malah makin alhamduliilah lingkungan bukan bikin aku merosot malah bikin makin kuat,"" kata Kadhita Ayu, istri Dallas Pratama.",Detikcom,Hiburan
"Akhir Oktober lalu, Cube Entertainment mengumumkan soal rencana mereka mendebutkan boyband baru. Rencananya boyband yang para membernya masih dirahasiakan ini akan debut di awal tahun 2024. Kini muncul kabar soal trainee yang akan didebutkan eks manajemen BTOB itu bersama boyband baru mereka nanti.Trainee tersebut adalah Kim Hyun Bin. Dia bukanlah sosok yang baru di dunia hiburan Korea Selatan, karena sebelumnya sempat tampil sebagai kontestan acara survival Mnet Produce X 101. Dikutip dari berbagai sumber pada Jumat (10/11/2023), Kim Hyun Bin santer dikabarkan masuk line up debut di boyband baru Cube.Cube Entertainment belum mengeluarkan pernyataan mengenai hal ini.SCROLL TO CONTINUE WITH CONTENTKim Hyun Bin dulunya bernaung di manajemen Source Music ketika ikut Produce X 101. Dia disebut keluar dari manajemen tersebut pada Januari 2020 dan kemudian bergabung dengan WM Entertainment setahun kemudian. Tak lama kemudian, dia juga keluar dari WM Entertainment dan akhirnya bernaung di Cube.Soal boyband baru ini, Cube Entertainment disebut sudah berada dalam proses akhir produksi. Disebut juga bahwa proses syuting MV grup ini dilakukan di Inggris.Sementara itu, belum ada bocoran soal nama grup atau formasi membernya. Namun Cube sudah punya banyak konten buat dibagikan ke fans sepanjang promosi debut grup barunya itu.Cube Entertainment sebelumnya dikenal lewat grup-grup seperti 4Minute dan BTOB. BTOB merupakan grup cowok dari Cube yang debut di tahun 2012.Setelah BTOB, PENTAGON kemudian debut di tahun 2016. Perjalanan karier grup ini tidak mudah, mulai dari keluarnya salah satu member ketika mereka sedang sangat disorot hingga terakhir Yeo One, Yanan, Yuto, Kino, dan Wooseok tidak memperpanjang kontrak dengan Cube Entertainment. Disusul kemudian Hongseok memutuskan membatalkan kontraknya dengan manajemen.",Detikcom,Hiburan
"Ketua DPP PDIP Ahmad Basarah menyebut Gibran Rakabuming Raka sebagai pembangkang. Wali kota Solo itu juga buka suara merespon ucapan Basarah itu.

""Ya monggo biar beliau yang menilai,"" kata Gibran, Minggu (29/10/2023).

Dia menjelaskan statusnya di PDIP telah disampaikan kepada Puan Maharani. ""Saya sudah ketemu Mbak Puan, kan sudah saya jawab terus,"" ujarnya.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Ucapan Basarah itu pencalonan Gibran sebagai calon wakil presiden pada pemilu 2024. Gibran, yang merupakan kader PDIP, maju sebagai pasangan Prabowo Subianto.

Basarah mengatakan pihaknya memiliki aturan untuk berpartai. Gibran diminta tegak lurus dengan arahan ketua umum PDIP Megawti Soekarnoputri soal calon presiden dan wakil presiden yang diusung.

""Dalam hal berpartai, kami juga punya aturan main. Dalam hal bernegara, seluruh warga negara Indonesia diikat oleh kesepakatan-kesepakatan bangsa yang menjadi rule of game kita bermasyarakat berbangsa dan bernegara,"" kata Basarah kepada wartawan di Sekolah Kader PDIP, Lenteng Agung, Jakarta Selatan, Sabtu (28/10/2023).

""Maka kader-kader PDIP, apalagi sekelas Mas Gibran yang telah mendapat mandat partai, mandat rakyat di Kota Solo menjadi Wali Kota Solo, jadi dengan sendirinya beliau adalah salah satu elitenya PDIP,"" ujarnya menambahkan.

Melansir detik.com, Gibran diyakini paham soal anggaran dasar PDIP. Apa yang dilakukan putra Joko Widodo (Jokowi) saat ini disebutnya sebagai pembangkangan.

""Maka secara konstitusi partai, secara aturan partai dia telah melakukan pembangkangan, telah melakukan sesuatu yang berbeda dengan garis keputusan partai. Maka dengan sendirinya, di atas hukum ada etika politik. Maka ketika Mas Gibran mengambil keputusan keluar dari garis keputusan politik Pilpres 2024 dengan mencalonkan dirinya sebagai bakal calon wakil presiden,"" ujar Basarah.",CNBC Indonesia,Politik
"Nama Gibran Rakabuming Raka telah diumumkan akan mendampingi Prabowo Subianto dalam pemilihan presiden 2024 mendatang. Namun pencalonan ini tak membuat semua orang senang.

Bahkan Menteri Koordinator Bidang Kemaritiman dan Investasi (Menko Marves) Luhut Binsar Pandjaitan ikut berbicara soal pencalonan tersebut. Termasuk respon masyarakat soal pasangan itu, ada yang optimis namun banyak juga yang melihatnya dengan keraguan.

""Tapi ini biasa saja, adalah hal yang lumrah di sebuah negara demokrasi seperti Indonesia, setiap warganya mengungkapkan pendapat yang berbeda-beda. Namun, saya berharap agar setiap perbedaan pendapat sebaiknya bisa disampaikan dengan penuh adab, jauh dari caci maki dan ujaran fitnah yang tak berdasar,"" dikutip dari laman instagram pibadinya @luhut.pandjaitan.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Luhut juga menceritakan pengalamannya berada dalam politik Indonesia. Dia tahu setiap keputusan sudah dalam pertimbangan yang mendalam, termasuk keputusan Prabowo dan Gibran.

""Ketika melihat keduanya dideklarasikan sebagai pasangan Capres dan Cawapres, gambaran yang muncul di benak saya adalah simbiosis antara kebijaksanaan dan energi baru yang terpadu dengan sempurna,"" ujarnya.

Soal keraguan ini, dia mencontohkan apa yang terjadi pada Presiden Joko Widodo (Jokowi). Menurutnya, saat Jokowi masuk ke dunia politik pertama kali banyak yang meremehkannya namun akhirnya jadi yang diperhitungkan.

Keraguan banyak orang pada keputusan pemilihan Gibran menjadi cawapres Prabowo disebutnya sebagai wajar. Namun dia mengingat keputusan keduanya punya niat untuk memajukan Indonesia.

Sementara itu, dia menyatakan melihat pasangan Prabowo dan Gibran punya semangat persatuan dan kolaborasi. Kedua hal ini telah ada dalam sejarah Indonesia.

""Saya ingin menekankan pentingnya semangat rekonsiliasi yang telah dicontohkan oleh Pak Jokowi dan Pak Prabowo. Kita tentu tidak ingin kembali melihat terbelahnya masyarakat seperti di beberapa Pemilu lalu,"" katanya.

Saat ini Luhut masih dalam perawatan di rumah sakit Singapura. Dari sana dia mengaku tetap memantau informasi termasuk terkait Pilpres 2024.

Selain soal Prabowo-Gibran, dia juga tak lupa menyebutkan pasangan lainnya. Mulai dari mengucapkan selamat pada Menko Polhukam Mahfud MD, yang kini resmi mendampingi Ganjar Pranowo sebagai Calon Wakil Presiden (Cawapres) 2024.

Selain itu, Luhut juga mengucapkan rasa hormatnya pada pasangan Anies Baswedan dan Muhaimin Iskandar. Menurutnya kedua orang tersebut telah berdisi di garis start pemilihan.",CNBC Indonesia,Politik
"Sekretaris Jenderal Partai Demokrasi Indonesia Perjuangan (PDIP) Hasto Kristiyanto mencurahkan isi hati partainya yang saat ini tengah gundah gulana. Hal tersebut menyusul manuver Presiden Joko Widodo terkait penyelenggaraan Pemilihan Umum 2024.

Padahal, PDIP selama ini telah memberikan keistimewaan yang begitu besar kepada Jokowi. Namun mantan Wali Kota Solo itu dirasa telah meninggalkan partai berlambang Banteng yang telah membesarkan namanya tersebut.

""Kami begitu mencintai dan memberikan privilege yang begitu besar kepada Presiden Jokowi dan keluarga, namun kami ditinggalkan karena masih ada permintaan lain yang berpotensi melanggar pranata kebaikan dan konstitusi,"" ujar Hasto dikutip dari CNN Indonesia Minggu (29/10/2023).

ADVERTISEMENT SCROLL TO RESUME CONTENT

Menurut Hasto, pada awalnya pihaknya hanya dapat berdoa agar hal tersebut tidak akan terjadi. Namun demikian, hal yang dikhawatirkan para anggota partai benar-benar kejadian.

Hasto pun menyinggung kerja keras simpatisan, anggota dan kader partai dalam lima Pilkada dan dua Pilpres terakhir. Menurut dia, hal tersebut merupakan wujud rasa sayang kepada Jokowi.

Foto: Presiden Joko Widodo Resmikan Bandar Udara Mentawai, Kep. Mentawai, 25 Oktober 2023. (Tangkapan Layar Youtube Sekretariat Presiden)

Presiden Joko Widodo Resmikan Bandar Udara Mentawai, Kep. Mentawai, 25 Oktober 2023. (Tangkapan Layar Youtube Sekretariat Presiden) Foto: Presiden Joko Widodo Resmikan Bandar Udara Mentawai, Kep. Mentawai, 25 Oktober 2023. (Tangkapan Layar Youtube Sekretariat Presiden)Presiden Joko Widodo Resmikan Bandar Udara Mentawai, Kep. Mentawai, 25 Oktober 2023. (Tangkapan Layar Youtube Sekretariat Presiden)

""Namun, apa yang disampaikan Butet Kartaredjasa, Goenawan Mohamad, Eep Syaifullah, Hamid Awaludin, Airlangga Pribadi dan lain-lain beserta para ahli hukum tata negara, tokoh pro demokrasi dan gerakan civil society, akhirnya kami berani mengungkapkan perasaan kami,"" ujar Hasto.

Apalagi, ditambah dengan masuknya putra sulung Jokowi yakni Gibran Rakabuming Raka menjadi calon wakil presiden di kubu lawan merupakan pembangkangan politik atau political disobedience terhadap konstitusi.

""Indonesia negeri spiritual. Di sini moralitas, nilai kebenaran, kesetiaan sangat dikedepankan. Apa yang terjadi dengan seluruh mata rantai pencalonan Mas Gibran sebenarnya adalah political disobedience terhadap konstitusi dan rakyat Indonesia,"" sebutnya.

""Kesemuanya dipadukan dengan rekayasa hukum di MK. Saya sendiri menerima pengakuan dari beberapa ketua umum partai politik yang merasa kartu truf-nya dipegang. Ada yang mengatakan lifetime saya hanya harian; lalu ada yang mengatakan kerasnya tekanan kekuasaan,"" tambahnya.",CNBC Indonesia,Politik
"Analis politik Universitas Bakrie, Muhammad Tri Andika memiliki analisis berbeda tentang keputusan kubu Prabowo Subianto mendapuk Gibran Rakabuming Raka menjadi bakal calon wakil presiden. Dia menilai faktor perasaan insecure Prabowo cukup dominan dalam keputusan itu.

""Saya melihat dipilihnya Gibran lebih terkait dengan kebutuhan mendasar Prabowo dalam Pilpres 2024, yakni perasaan insecure Prabowo berdasarkan pengalamannya di Pemilu 2014 dan 2019,"" ujar Andika dikutip pada Minggu (29/10/2023).

Andika menyebut Pemilihan Presiden 2024 menjadi keempat kalinya Prabowo berlaga di pemilihan pimpinan tingkat nasional. Sebelumnya, dia mengatakan Prabowo pernah berlaga sebagai calon wakil presiden pada 2009, dan calon presiden pada 2014, serta 2019. Prabowo selalu kalah dalam 3 momen Pemilu tersebut.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Andika menyoroti ada satu hal yang selalu disoroti Prabowo di setiap kekalahannya, yakni dugaan kecurangan Pemilu. Dia menduga faktor inilah yang menjadi pemicu rasa khawatir Prabowo.

Foto: Pasangan Prabowo Subianto dan Gibran Rakabuming Raka saat melakukan pendaftaran capres-cawapres di gedung KPU RI, Jakarta, Rabu (25/10/2023). (REUTERS/Willy Kurniawan)

Pasangan Prabowo Subianto dan Gibran Rakabuming Raka saat melakukan pendaftaran capres-cawapres di gedung KPU RI, Jakarta, Rabu (25/10/2023). (REUTERS/Willy Kurniawan) Foto: Pasangan Prabowo Subianto dan Gibran Rakabuming Raka saat melakukan pendaftaran capres-cawapres di gedung KPU RI, Jakarta, Rabu (25/10/2023). (REUTERS/Willy Kurniawan)Pasangan Prabowo Subianto dan Gibran Rakabuming Raka saat melakukan pendaftaran capres-cawapres di gedung KPU RI, Jakarta, Rabu (25/10/2023). (REUTERS/Willy Kurniawan)

""Inilah yang saya lihat menjadi sumber political insecurity seorang Prabowo,"" kata dia.

Menurut Andika, kekhawatiran inilah yang menjadi alasan utama Prabowo dan koalisinya mengusung Gibran. Dia mengatakan faktor keamanan dan kenyamanan dalam proses pemilu dianggap menjadi faktor kunci kemenangan Prabowo dalam Pilpres 2024. Perasaan itu, kata dia, hanya bisa dicapai apabila dukungan Presiden Jokowi tidak terbelah kepada siapapun kecuali Prabowo.

""Inilah yang saya lihat menjadi faktor penting di alam bawah sadarnya seorang Prabowo. Dari premis ini, tidak heran jika keamanan dan kenyamanan proses pemilu, menjadi faktor kunci kemenangan Prabowo di Pilpres 2024,"" ujar Andika.

Dia mengatakan menjadikan Gibran sebagai cawapres bukannya tanpa risiko. Dia mengatakan pencalonan Gibran akan dibayang-bayangi tuduhan politik dinasti, hingga dugaan KKN terkait putusan Mahkamah Konstitusi.

Namun, menurut dia, Gibran adalah opsi paling realistis dan taktis bagi Prabowo. Dia menduga Prabowo memilih Gibran untuk mengatasi trauma terhadap pikirannya sendiri terkait kecurangan dan manipulasi dalam Pemilu sebelumnya.

""Bagi Prabowo, menjadikan Gibran yang notabenenya putra Presiden Jokowi sebagai wapres, adalah jalan terbaik untuk mendapatkan garansi politik untuk terhindar dari potensi kecurangan dan penyalahgunaan aparat negara yang selama ini kerap menghantui dirinya,"" kata Andika.",CNBC Indonesia,Politik
"Kaesang Pangarep resmi masuk sebagai kader Partai Solidaritas Indonesia (PSI). Ia memilih jalan berbeda dari sang ayang, Presiden Joko Widodo (Jokowi) yang merupakan kader PDIP.

Keputusan Kaesang dibuat menjelang Pemilihan Presiden (Pilpres) 2024 mendatang. Saat ini, ada tiga partai besar yang mencalonkan kadernya dan membentuk koalisi.

Lantas, apa dampak keputusan Kaesang masuk PSI menjelang Pilpres? Direktur Eksekutif Institute for Democracy and Strategic Affairs (INDOSTRATEGIC), Ahmad Khoirul Umam, mengungkap plus minusnya.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Menurut dia, Kaesang akan memberikan poin plus bagi PSI untuk konsolidasi di wilayah Jawa Tengah.

""Selaku putra Jokowi, Kaesang bisa dijadikan sebagai political brand yang memiliki selling point di mata loyalis dan pemilih loyal Joko Widodo,"" kata dia, dikutip dari Detik.com, Minggu (24/9/2023).

Artinya, PSI akan memiliki penetrasi yang lebih jauh ke pemilih di Jawa dan Indonesia Timur yang merupakan basis loyalis Jokowi.

""Ini akan menjadi peluang bagi PSI untuk meningkatkan perolehan kursinya agar lolos parliamentary threshold 4 persen,"" ujar Umam.

Kendati demikian, jalan ini tak selalu mulus. Ada tantangan besar karena loyalis Jokowi umumnya berpihak pada PDIP.

""Jika PSI melakukan penetrasi lebih dalam di Jawa, maka akan terjadi migrasi pemilih PDIP ke PSI. Artinya, ada potensi kanibalisme elektoral antara mesin politik PDIP dan PSI karena kedua memiliki basis pemilih yang serupa,"" kata Umam.

Umam menyoroti kedekatan PSI ke Prabowo. Sebelumnya, PSI mendukung Ganjar Pranowo.

""Karena itu, jika PSI masih tetap bersama Prabowo, maka bergabungnya Kaesang ke PSI merupakan penegas dukungan Jokowi kepada pencapresan Prabowo Subianto,"" ia menuturkan.

Kepala Departemen Politik dan Perubahan Sosial CSIS, Arya Fernandes, menyebut Kaesang sadar bahwa PSI membutuhkan vote getter. Apalagi, sejumlah kader utama memilih meninggalkan PSI.

""PSI butuh vote getter dan saat ini PSI tidak punya vote getter yang berpengaruh dan dengan begitu saya kira dia (Kaesang) akan mendapatkan posisi yang strategis juga di partai,"" kata Arya.

Menurut Arya, bukan tidak mungkin Kaesang diplot di kepemiminan partai. Arya juga menjabarkan tantangan yang akan dihadapi Kaesang di PSI. Apalagi, Kaesang sempat digadang-gadang maju sebagai calon walikota Depok.

""Bergabung dengan partai non parlemen tentu punya tantangan tersendiri misal terkait kalau Kaesang Ingin maju sebagai walikota di Depok saat ini kan PSI hanya dapat satu kursi di sana,"" terang Arya.

Dalam beberapa pemilu terakhir, Depok merupakan basisnya PKS. Menaikan jumlah kursi 10 kali lipat dengan menghadapi PKS di Depok tentunya bukan suatu hal yang mudah.

""Jadi memang itu situasinya tidak mudah juga memastikan tiket perjalanan ke depan karena suara PSI hanya satu kursi. Untuk meningkatkan 10 (kali lipat) kan berat di tengah kontestasi antara PDIP, Gerindra, dan PKS,"" lanjutnya.",CNBC Indonesia,Politik
